"Query.Mass","Matched.Compound","Matched.Form","Mass.Diff"
"306.16826","C01564","M+H[1+]","0.00171646677000581"
"306.16826","C01670","M[1+]","0.000940000000014152"
"306.16826","C01743","M-H2O+H[1+]","0.00228353322995645"
"230.10524","C02206","M-NH3+H[1+]","0.00113646676999224"
"230.10524","C00968","M-HCOOK+H[1+]","0.00166353323001545"
"214.11834","C01223","M[1+]","0.00086000000001718"
"214.11834","C01740","M+HCOOK[1+]","0.00203646677002212"
"108.06878","C01042","M-HCOONa+H[1+]","0.000803533229998266"
"108.06878","C01045","M-HCOONa+H[1+]","0.000803533229998266"
"115.06328","C00148","M[1+]","1.99999999921374e-05"
"115.06328","C00763","M[1+]","1.99999999921374e-05"
"115.06328","C01588","M+H+Na[2+]","0.000346466769983067"
"115.06328","C02185","M+H+Na[2+]","0.000346466769983067"
"189.07857","C01814","M(C13)+2H[2+]","0.000456466770003772"
"364.26052","C01120","M-H2O+H[1+]","0.000556466770035513"
"125.08397","C00296","M-HCOONa+H[1+]","0.000693533229991772"
"125.08397","C01295","M-HCOONa+H[1+]","0.000693533229991772"
"146.10539","C00047","M[1+]","0.000110000000006494"
"146.10539","C00739","M[1+]","0.000110000000006494"
"146.10539","C01142","M[1+]","0.000110000000006494"
"146.10539","C01186","M[1+]","0.000110000000006494"
"129.07884","C00257","M-HCOONa+H[1+]","0.000663533230010671"
"129.07884","C00408","M[1+]","0.000159999999993943"
"129.07884","C00514","M-HCOONa+H[1+]","0.000663533230010671"
"129.07884","C00770","M-HCOONa+H[1+]","0.000663533230010671"
"129.07884","C00800","M-HCOONa+H[1+]","0.000663533230010671"
"129.07884","C00817","M-HCOONa+H[1+]","0.000663533230010671"
"129.07884","C00880","M-HCOONa+H[1+]","0.000663533230010671"
"130.02652","C00433","M[1+]","7.99999999969714e-05"
"130.02652","C00490","M[1+]","7.99999999969714e-05"
"130.02652","C00543","M+HCOOK[1+]","0.000143533230016146"
"130.02652","C00797","M+HCOOK[1+]","0.000143533230016146"
"130.02652","C01041","M-HCOOH+H[1+]","0.000343533229994364"
"130.02652","C01732","M[1+]","7.99999999969714e-05"
"130.02652","C02132","M[1+]","7.99999999969714e-05"
"130.02652","C02214","M[1+]","7.99999999969714e-05"
"177.06352","C00499","M+H[1+]","0.0016435332300091"
"177.06352","C01551","M+H2O+H[1+]","0.00164353322998068"
"312.09903","C01893","M+HCOONa[1+]","0.00025353323002264"
"358.09576","C01531","M(C13)+H[1+]","0.00311646676999544"
"358.09576","C01134","M[1+]","0.000640000000032614"
"270.08872","C01451","M-NH3+H[1+]","0.00264353323001387"
"270.08872","C01729","M[1+]","0.000479999999981828"
"198.10044","C01223","M-NH3+H[1+]","0.00046353322997561"
"284.10434","C01630","M(C13)+H[1+]","0.00143646677003062"
"284.10434","C01779","M+H2O+H[1+]","0.00203646677005054"
"243.08502","C00475","M[1+]","0.00048000000001025"
"243.08502","C00482","M+H2O+H[1+]","0.00135646677003365"
"243.08502","C01726","M-CO+H[1+]","0.000156466770022234"
"286.19255","C00280","M[1+]","0.000750000000039108"
"203.15201","C01404","M+H[1+]","0.00173353322998082"
"203.15201","C01451","M-HCOOK+H[1+]","0.000733533229976047"
"224.08343","C00766","M[1+]","0.000270000000000437"
"224.08343","C01575","M+NaCl[1+]","0.00215353323000045"
"224.08343","C01674","M+H+Na[2+]","0.000503533229988307"
"224.08343","C01927","M[1+]","0.000270000000000437"
"224.08343","C02099","M[1+]","0.000270000000000437"
"262.08119","C01316","M+H+Na[2+]","0.0020635332300003"
"290.17361","C01479","M+H[1+]","0.00146646677001172"
"290.17361","C02046","M+H[1+]","0.00146646677001172"
"189.09002","C01149","M+NaCl[1+]","0.000943533230014282"
"131.0945","C00123","M[1+]","0.00010000000000332"
"131.0945","C00407","M[1+]","0.00010000000000332"
"131.0945","C01570","M[1+]","0.00010000000000332"
"131.0945","C01933","M[1+]","0.00010000000000332"
"228.14705","C01855","M-HCOOK+H[1+]","0.000573533229982104"
"122.04792","C00153","M[1+]","7.99999999969714e-05"
"122.04792","C01727","M+2H[2+]","0.000443533230011894"
"122.04792","C01950","M[1+]","7.99999999969714e-05"
"160.08466","C00993","M[1+]","0.000139999999987594"
"211.04771","C01014","M+NaCl[1+]","0.00186646676999658"
"286.11997","C01677","M(C13)+H[1+]","0.00280646676998231"
"150.03152","C01180","M(C13)+H[1+]","0.00144353323000246"
"150.03152","C02137","M[1+]","0.000180000000000291"
"221.06857","C00835","M-NH3+H[1+]","0.00159353322999323"
"221.06857","C00647","M-CO+H[1+]","9.35332300002756e-05"
"221.06857","C01993","M-HCOOH+H[1+]","0.00159353323002165"
"315.20383","C00249","M+NaCl[1+]","0.00224646677003193"
"180.07849","C00590","M[1+]","0.000110000000006494"
"180.07849","C00729","M+K[1+]","0.000313533229984841"
"180.07849","C02066","M+K[1+]","0.000313533229984841"
"146.06907","C00064","M[1+]","2.99999999811007e-05"
"146.06907","C00303","M[1+]","2.99999999811007e-05"
"146.06907","C00819","M[1+]","2.99999999811007e-05"
"248.0833","C01779","M-H2O+H[1+]","0.00187646676999975"
"162.08906","C00783","M+Na[1+]","8.35332299686797e-05"
"234.1365","C01449","M-CO2+H[1+]","0.00152353322999943"
"465.30846","C02033","M(C13)+H[1+]","0.00281646676995706"
"465.30846","C01921","M[1+]","0.000540000000000873"
"220.02578","C01267","M[1+]","0.000879999999995107"
"220.02578","C01616","M+Na[1+]","0.000703533229994946"
"197.12808","C01056","M+H2O+H[1+]","0.000396466770013149"
"197.12808","C01633","M+K[1+]","0.00179646677000278"
"197.12808","C01909","M-H2O+H[1+]","0.000296466769981407"
"122.05781","C00503","M[1+]","9.00000000001455e-05"
"122.05781","C01298","M+H+Na[2+]","0.000933533230011108"
"376.13571","C01957","M(C13)+H[1+]","0.00373353322999037"
"376.13571","C00255","M[1+]","0.00258999999999787"
"376.13571","C01512","M[1+]","0.00119000000000824"
"355.09714","C01313","M+H[1+]","0.00126353323003059"
"355.09714","C01451","M+HCOONa[1+]","0.00283646676996341"
"355.09714","C02087","M+Na[1+]","0.000463533230060875"
"466.30661","C02033","M(S34)+H[1+]","0.00293353323002066"
"466.30661","C02033","M(Cl37)+H[1+]","0.00153353322997418"
"341.17368","C00951","M+HCOONa[1+]","0.00140353323001818"
"391.12571","C02035","M+NaCl[1+]","0.00256646676996297"
"391.12571","C02078","M+NaCl[1+]","0.00143353323005613"
"263.15181","C01841","M+NaCl[1+]","0.001866466770025"
"263.15181","C01860","M+NaCl[1+]","0.001866466770025"
"263.15181","C01965","M-CO+H[1+]","0.00163353323000592"
"263.15181","C02004","M+NaCl[1+]","0.001866466770025"
"284.12538","C01735","M+H[1+]","0.00269646676997581"
"309.1567","C00832","M(C13)+2H[2+]","0.000426466770022671"
"309.1567","C00255","M-HCOONa+H[1+]","0.00147646677004332"
"309.1567","C01512","M-HCOONa+H[1+]","7.64667700536847e-05"
"309.1567","C01965","M+H2O+H[1+]","0.000923533229979512"
"243.05039","C00078","M+K[1+]","0.0022864667700162"
"243.05039","C00525","M+K[1+]","0.0022864667700162"
"243.05039","C00806","M+K[1+]","0.0022864667700162"
"407.166","C00982","M[1+]","0.00259999999997262"
"407.166","C01674","M-H2O+H[1+]","2.35332299780566e-05"
"309.15705","C00832","M(C13)+2H[2+]","7.64667699968413e-05"
"309.15705","C00255","M-HCOONa+H[1+]","0.00112646677001749"
"309.15705","C01512","M-HCOONa+H[1+]","0.000273533229972145"
"309.15705","C01965","M+H2O+H[1+]","0.00127353323000534"
"219.07405","C01118","M[1+]","0.000249999999994088"
"219.07405","C01604","M+2H[2+]","0.00167646677002153"
"160.07346","C00483","M+Na[1+]","8.35332299971014e-05"
"160.07346","C01183","M+Na[1+]","8.35332299971014e-05"
"152.11987","C00808","M[1+]","0.000230000000016162"
"152.11987","C00809","M[1+]","0.000230000000016162"
"152.11987","C00964","M[1+]","0.000230000000016162"
"152.11987","C01123","M[1+]","0.000230000000016162"
"152.11987","C01499","M[1+]","0.000230000000016162"
"152.11987","C01595","M+H+Na[2+]","0.00149353322996149"
"152.11987","C02213","M[1+]","0.000230000000016162"
"138.04281","C00785","M[1+]","9.00000000001455e-05"
"138.04281","C02126","M[1+]","9.00000000001455e-05"
"282.12097","C00270","M-CO+H[1+]","0.00269353323000132"
"113.08397","C00031","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00095","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00124","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00137","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00159","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00221","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00247","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00267","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00737","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00738","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00764","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00795","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00936","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00959","M+3H[3+]","6.46677000304408e-06"
"113.08397","C00962","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C00984","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01452","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01487","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01582","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01680","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01719","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01720","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01825","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01906","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C01934","M-HCOONa+H[1+]","0.000693533229991772"
"113.08397","C02165","M+3H[3+]","6.46677000304408e-06"
"113.08397","C02209","M-HCOONa+H[1+]","0.000693533229991772"
"270.0887","C01451","M-NH3+H[1+]","0.00262353323000752"
"270.0887","C01729","M[1+]","0.000499999999988177"
"187.06316","C01365","M-NH3+H[1+]","0.000283533230003741"
"204.0897","C01365","M+H[1+]","0.000323533229988016"
"204.0897","C00078","M[1+]","0.000200000000006639"
"204.0897","C00268","M-H4O2+H[1+]","0.00182353322998097"
"204.0897","C00525","M[1+]","0.000200000000006639"
"204.0897","C00806","M[1+]","0.000200000000006639"
"310.24993","C01120","M-C3H4O2+H[1+]","0.000646466770035659"
"238.09903","C01779","M-CO+H[1+]","0.00174646677001533"
"358.25005","C00319","M+NaCl[1+]","0.00177353322999352"
"126.04281","C00178","M[1+]","9.00000000001455e-05"
"137.08393","C00483","M[1+]","0.000169999999997117"
"137.08393","C01183","M[1+]","0.000169999999997117"
"137.08393","C01192","M+3H[3+]","0.000753533229982395"
"137.08393","C01275","M-HCOOK+H[1+]","0.000753533229982395"
"308.15201","C01513","M(C13)+H[1+]","0.00266646676999471"
"146.07303","C01800","M-HCOONa+H[1+]","0.000646466770007237"
"101.08399","C01842","M[1+]","0.000110000000006494"
"88.09993","C00134","M[1+]","6.99999999937972e-05"
"303.09492","C01655","M-CO2+H[1+]","0.00165646676998676"
"303.09492","C01762","M+H2O+H[1+]","0.00134353322999914"
"206.10542","C00272","M-H4O2+H[1+]","0.00184353322998732"
"206.10542","C00559","M-HCOOH+H[1+]","0.00174353323001242"
"206.10542","C00832","M+3H[3+]","0.000623133436647549"
"206.10542","C01449","M-C3H4O2+H[1+]","0.001743533229984"
"240.14695","C02029","M+H2O+H[1+]","0.00137353322998024"
"429.2367","C01626","M-CO+H[1+]","0.00157646677001821"
"314.11459","C01625","M(C13)+H[1+]","0.00168646676996786"
"314.11459","C00921","M[1+]","0.00189000000000306"
"167.02642","C00829","M+K[1+]","0.00104353322998918"
"244.10962","C01893","M+H[1+]","0.00175646676999008"
"320.20953","C00959","M-NH3+H[1+]","0.00134646677003047"
"320.20953","C02165","M-NH3+H[1+]","0.00134646677003047"
"219.11042","C00371","M[1+]","0.00157999999998992"
"219.11042","C00864","M[1+]","0.000280000000003611"
"243.08915","C01727","M+H[1+]","0.00147353322998356"
"113.05883","C00408","M-NH3+H[1+]","0.000946466770002985"
"113.05883","C01066","M+H[1+]","0.000846466769999665"
"113.05883","C00146","M+H2O+H[1+]","0.000946466769988774"
"113.05883","C00233","M-H2O+H[1+]","0.000846466769985454"
"113.05883","C00418","M-H4O2+H[1+]","0.000846466769999665"
"113.05883","C00522","M-H4O2+H[1+]","0.000846466769999665"
"113.05883","C00671","M-H2O+H[1+]","0.000846466769985454"
"113.05883","C00791","M[1+]","6.99999999937972e-05"
"113.05883","C00902","M-H2O+H[1+]","0.000846466769985454"
"113.05883","C01012","M-H2O+H[1+]","0.000846466769985454"
"113.05883","C01782","M+H2O+H[1+]","0.000946466769988774"
"113.05883","C02104","M-H4O2+H[1+]","0.000846466769999665"
"113.05883","C02122","M-H2O+H[1+]","0.000846466769985454"
"113.05883","C02129","M-H2O+H[1+]","0.000846466769985454"
"294.14601","C00933","M-NH3+H[1+]","0.000166466769996987"
"294.14601","C02105","M-H4O2+H[1+]","0.00276646676996961"
"265.10588","C00939","M-H2O+H[1+]","0.00150353322999308"
"265.10588","C01593","M+H+Na[2+]","3.53323002855177e-06"
"234.16161","C01921","M(C13)+2H[2+]","0.001866466770025"
"243.18303","C00933","M-HCOONa+H[1+]","0.00224646677000351"
"153.06502","C01152","M-NH3+H[1+]","0.00085646677001705"
"321.16823","C00859","M-CO+H[1+]","0.00134646677003047"
"330.21807","C01176","M[1+]","0.00142999999997073"
"132.05732","C00903","M[1+]","0.000180000000000291"
"132.05732","C01504","M[1+]","0.000180000000000291"
"286.18845","C01341","M-C3H4O2+H[1+]","0.0010735332299987"
"301.29893","C00836","M[1+]","0.000830000000007658"
"189.09994","C00756","M+NaCl[1+]","0.00173646676998374"
"443.20506","C02203","M[1+]","0.000540000000000873"
"319.15633","C01699","M-CO+H[1+]","0.00245353323003883"
"319.15633","C01737","M+H+Na[2+]","0.00190353323000636"
"398.20604","C02203","M-HCOOH+H[1+]","0.00143646677003062"
"276.13308","C00449","M[1+]","0.000980000000026848"
"109.05258","C00072","M-HCOONa+H[1+]","0.000603533229991626"
"109.05258","C01987","M[1+]","0.000219999999998777"
"198.05273","C00954","M+Na[1+]","0.000153533229990899"
"198.05273","C01207","M[1+]","6.99999999937972e-05"
"198.05273","C01233","M-H2O+H[1+]","0.000153533229990899"
"198.05273","C01386","M+Na[1+]","0.000153533229990899"
"184.10982","C00881","M-CO2+H[1+]","0.00174353323001242"
"241.10584","C00670","M-H2O+H[1+]","0.00143646676997378"
"241.10584","C01404","M+K[1+]","6.35332299907532e-05"
"241.10584","C01451","M-HCOOH+H[1+]","0.00133646676999888"
"274.22901","C01876","M[1+]","0.00068999999996322"
"274.22901","C01881","M[1+]","0.00068999999996322"
"250.15652","C01833","M-H4O2+H[1+]","0.00154353322997736"
"288.20815","C00535","M[1+]","0.000750000000039108"
"288.20815","C00674","M[1+]","0.000750000000039108"
"288.20815","C01227","M[1+]","0.000750000000039108"
"276.13157","C00449","M[1+]","0.000529999999969277"
"149.06865","C00913","M[1+]","0.0014500000000055"
"149.06865","C02216","M[1+]","0.0014500000000055"
"116.06244","C00791","M(S34)+H[1+]","0.000463533230004032"
"116.06244","C00791","M(Cl37)+H[1+]","0.000936466769999811"
"190.09518","C00666","M[1+]","0.000220000000012988"
"190.09518","C00680","M[1+]","0.000220000000012988"
"230.12612","C00315","M+HCOOK[1+]","0.000356466770028874"
"416.3283","C01673","M[1+]","0.000699999999994816"
"168.04218","C01959","M+H[1+]","0.00159646676999614"
"168.04218","C00408","M+K[1+]","0.000403533229984987"
"168.04218","C00544","M[1+]","0.000120000000009668"
"168.04218","C01161","M[1+]","0.000120000000009668"
"168.04218","C01225","M+2H[2+]","0.00165353322998385"
"168.04218","C01839","M[1+]","0.000120000000009668"
"345.16824","C02034","M-H2O+H[1+]","0.00133646676999888"
"117.05773","C00463","M[1+]","6.99999999937972e-05"
"246.1323","C00612","M+NaCl[1+]","0.00207646677000639"
"246.1323","C01029","M+NaCl[1+]","0.00207646677000639"
"288.20428","C00280","M(C13)+H[1+]","0.000303533229953246"
"136.09995","C00808","M-NH3+H[1+]","0.000926466770010848"
"136.09995","C00809","M-NH3+H[1+]","0.000926466770010848"
"136.09995","C00964","M-NH3+H[1+]","0.000926466770010848"
"136.09995","C01123","M-NH3+H[1+]","0.000926466770010848"
"136.09995","C01499","M-NH3+H[1+]","0.000926466770010848"
"136.09995","C02213","M-NH3+H[1+]","0.000926466770010848"
"218.10529","C00978","M[1+]","0.000210000000009813"
"176.06828","C02123","M[1+]","0.000220000000012988"
"137.0588","C00548","M+H[1+]","0.000876466770023399"
"137.0588","C01454","M+H[1+]","0.000876466770023399"
"137.0588","C00166","M-CO+H[1+]","0.000776466770020079"
"137.0588","C00811","M-CO+H[1+]","0.000776466770020079"
"137.0588","C01179","M-CO2+H[1+]","0.000976466770026718"
"137.0588","C01197","M-CO2+H[1+]","0.000976466770026718"
"137.0588","C01405","M-CO2+H[1+]","0.000976466770026718"
"137.0588","C01481","M-CO2+H[1+]","0.000976466770026718"
"137.0588","C01772","M-CO+H[1+]","0.000776466770020079"
"136.06355","C01014","M-NH3+H[1+]","0.000926466770010848"
"252.02216","C01783","M-CO+H[1+]","8.35332300255232e-05"
"359.13215","C01590","M(S34)+H[1+]","0.0030735332300651"
"359.13215","C01590","M(Cl37)+H[1+]","0.00167353323001862"
"359.13215","C00255","M-H2O+H[1+]","0.00282646676998866"
"359.13215","C01175","M-CO+H[1+]","0.00142646676999902"
"359.13215","C01512","M-H2O+H[1+]","0.00142646676999902"
"359.13215","C01965","M+HCOONa[1+]","0.000426466769965828"
"189.07479","C00114","M+HCOOK[1+]","0.00128646677001143"
"189.07479","C00225","M-HCOONa+H[1+]","0.00151353322996783"
"189.07479","C00255","M+2H[2+]","0.00163646677000884"
"189.07479","C01512","M+2H[2+]","0.000936466770014022"
"344.17292","C00762","M-NH3+H[1+]","0.00155646677001187"
"344.17292","C01540","M(C13)+2H[2+]","0.00114353322993566"
"344.17292","C01780","M-NH3+H[1+]","0.00155646677001187"
"338.22382","C00639","M-NH3+H[1+]","0.00244353323000723"
"178.06288","C00783","M+K[1+]","0.000403533229984987"
"178.06288","C01624","M[1+]","0.000119999999981246"
"270.12501","C01550","M(S34)+H[1+]","3.35332300096525e-05"
"270.12501","C01550","M(Cl37)+H[1+]","0.00136646677003682"
"171.11165","C01672","M+HCOONa[1+]","0.00127353323000534"
"171.11165","C02155","M-H2O+H[1+]","0.00112646676998907"
"291.14609","C01965","M+H[1+]","0.000913533230004759"
"231.08924","C00994","M-HCOONa+H[1+]","0.00046353322997561"
"310.11535","C00270","M+H[1+]","0.00207353322997506"
"310.11535","C01541","M(C13)+H[1+]","0.000226466770016032"
"260.11539","C00449","M-NH3+H[1+]","0.00251353323000103"
"260.11539","C01449","M-H2O+H[1+]","0.0012135332299863"
"222.08911","C00941","M-HCOOK+H[1+]","0.00183353323001256"
"222.08911","C01221","M+3H[3+]","0.000733133436682465"
"469.22404","C02202","M+HCOONa[1+]","0.0030635332300335"
"308.17286","C00732","M[1+]","0.000740000000007512"
"180.11482","C00959","M+H+Na[2+]","0.00149353323001833"
"180.11482","C02165","M+H+Na[2+]","0.00149353323001833"
"182.05777","C00637","M+Na[1+]","9.35332300002756e-05"
"198.05263","C00954","M+Na[1+]","5.3533229987579e-05"
"198.05263","C01207","M[1+]","0.000169999999997117"
"198.05263","C01233","M-H2O+H[1+]","5.3533229987579e-05"
"198.05263","C01386","M+Na[1+]","5.3533229987579e-05"
"287.1628","C01804","M-H2O+H[1+]","0.00132353322999279"
"287.1628","C02035","M-HCOOH+H[1+]","0.00147646676998647"
"287.1628","C02078","M-HCOOH+H[1+]","0.00252353323003263"
"318.21913","C00909","M[1+]","0.000369999999975335"
"302.07842","C01709","M[1+]","0.00058000000001357"
"237.17257","C02059","M+H+Na[2+]","0.000606466770022962"
"309.14673","C01513","M(S34)+H[1+]","0.000346466769997278"
"309.14673","C01513","M(Cl37)+H[1+]","0.00174646677004375"
"685.46459","C00773","M[1+]","0.00199000000009164"
"232.08441","C00212","M-H4O2+H[1+]","0.0015335332300026"
"232.08441","C00330","M-H4O2+H[1+]","0.0015335332300026"
"232.08441","C01136","M-H2O+H[1+]","0.00203353322999078"
"341.1832","C00915","M(S34)+H[1+]","0.00182353323003781"
"341.1832","C00915","M(Cl37)+H[1+]","0.000423533229991335"
"341.1832","C01341","M-NH3+H[1+]","0.00122353323001789"
"161.08387","C00955","M[1+]","0.000230000000016162"
"376.13765","C00255","M[1+]","0.000650000000007367"
"376.13765","C01512","M[1+]","0.000749999999982265"
"153.04244","C00061","M+3H[3+]","0.000296866563331832"
"153.04244","C00632","M[1+]","0.000159999999993943"
"153.04244","C01270","M[1+]","0.000159999999993943"
"446.21118","C02203","M(S34)+H[1+]","0.00250353323002628"
"446.21118","C02203","M(Cl37)+H[1+]","0.0011035332299798"
"303.1424","C01255","M+NaCl[1+]","0.00217646676998129"
"178.06289","C00783","M+K[1+]","0.000413533229988161"
"178.06289","C01624","M[1+]","0.000109999999978072"
"264.07401","C00239","M-CO2+H[1+]","0.000366466770003626"
"203.09041","C00864","M-NH3+H[1+]","0.00106646677002686"
"203.09041","C00588","M+H2O+H[1+]","0.00136646677003682"
"308.07899","C00200","M(C13)+H[1+]","0.000913533229947916"
"308.07899","C00128","M+2H[2+]","0.0019364667700188"
"194.06902","C01100","M-CO+H[1+]","0.000243533229991044"
"194.06902","C01175","M+2H[2+]","0.00109353322997663"
"322.08339","C01735","M+K[1+]","0.000186466769946492"
"224.06826","C00482","M[1+]","0.000239999999990914"
"224.06826","C00783","M+HCOOK[1+]","1.64667700062182e-05"
"114.06799","C00915","M(C13)+3H[3+]","0.000213533230009944"
"114.06799","C01147","M[1+]","0.000110000000006494"
"114.06799","C01880","M[1+]","0.000110000000006494"
"159.06828","C00251","M-HCOONa+H[1+]","0.000703533229994946"
"159.06828","C00254","M-HCOONa+H[1+]","0.000703533229994946"
"159.06828","C00637","M[1+]","0.000120000000009668"
"159.06828","C00885","M-HCOONa+H[1+]","0.000703533229994946"
"272.06793","C00051","M-H4O2+H[1+]","0.00194646676999355"
"272.06793","C00509","M[1+]","0.000569999999981974"
"272.06793","C01263","M[1+]","0.000569999999981974"
"272.06793","C01592","M[1+]","0.000569999999981974"
"278.12935","C00831","M[1+]","0.000650000000007367"
"255.11009","C01598","M+Na[1+]","0.000386466769981553"
"281.1368","C00831","M(Cl37)+H[1+]","0.00232353322996914"
"281.1368","C01683","M+H2O+H[1+]","0.00242353323000088"
"184.08472","C01464","M(C13)+H[1+]","0.00084353322998254"
"184.08472","C01930","M+K[1+]","0.000443533229997684"
"354.10968","C01739","M-HCOOH+H[1+]","0.00110353323003665"
"199.09562","C00590","M+H2O+H[1+]","0.00085646677001705"
"361.1995","C00762","M+H[1+]","0.00147646676998647"
"361.1995","C01780","M+H[1+]","0.00147646676998647"
"361.1995","C01226","M+HCOONa[1+]","0.00102353323001125"
"257.10074","C01716","M(Cl37)+H[1+]","0.00196353322996856"
"257.10074","C02131","M+HCOOK[1+]","0.000236466770047628"
"165.04245","C00971","M[1+]","0.000149999999990769"
"261.1572","C01682","M-CO2+H[1+]","0.00142353322996769"
"253.2764","C00959","M-HCOOK+H[1+]","0.000323533229988016"
"253.2764","C02165","M-HCOOK+H[1+]","0.000323533229988016"
"408.17385","C00982","M+H[1+]","0.00317353322998315"
"270.09989","C00212","M(S34)+H[1+]","1.35332300601476e-05"
"270.09989","C00212","M(Cl37)+H[1+]","0.00138646676998633"
"270.09989","C00330","M(S34)+H[1+]","1.35332300601476e-05"
"270.09989","C00330","M(Cl37)+H[1+]","0.00138646676998633"
"270.09989","C00170","M-CO+H[1+]","0.00198646677000625"
"310.08361","C01657","M+NaCl[1+]","0.00193353322998746"
"254.09388","C01716","M[1+]","0.000419999999991205"
"467.31286","C00477","M(S34)+H[1+]","0.0040164667699969"
"252.07409","C00669","M(C13)+H[1+]","0.0011135332300114"
"251.10004","C00559","M[1+]","0.00175999999999021"
"187.08434","C01545","M+NaCl[1+]","0.00163646677000884"
"187.08434","C01672","M+HCOOK[1+]","6.35332299907532e-05"
"359.15847","C01618","M+K[1+]","0.00310646677002069"
"285.19332","C01948","M+NaCl[1+]","0.00225646677000668"
"179.07921","C00329","M[1+]","0.000190000000003465"
"179.07921","C01214","M[1+]","0.000190000000003465"
"367.2432","C00353","M-HCOOK+H[1+]","0.00362353322998388"
"367.2432","C00869","M+HCOONa[1+]","0.00227646677001303"
"139.09964","C00783","M[1+]","6.00000000190448e-05"
"220.06964","C01273","M(C13)+H[1+]","0.00106353322999553"
"220.06964","C00318","M+NaCl[1+]","0.0014364667700022"
"242.08106","C01727","M[1+]","0.000660000000010541"
"161.06851","C00956","M[1+]","0.000290000000006785"
"161.06851","C01046","M[1+]","0.000290000000006785"
"161.06851","C01077","M[1+]","0.000290000000006785"
"161.06851","C02207","M[1+]","0.000290000000006785"
"175.08443","C00859","M+2H[2+]","0.00149646677002124"
"191.10586","C00848","M+Na[1+]","0.00158353322999005"
"191.10586","C02108","M+Na[1+]","0.00158353322999005"
"468.27018","C00397","M+H[1+]","0.00380353322998417"
"468.27018","C01555","M-C3H4O2+H[1+]","0.00370353322995243"
"303.11005","C01897","M-HCOOH+H[1+]","0.00282646676998866"
"303.11005","C01957","M-C3H4O2+H[1+]","0.00257353322996323"
"289.16881","C01479","M[1+]","0.00101000000000795"
"289.16881","C02046","M[1+]","0.00101000000000795"
"115.02684","C01107","M+2H[2+]","0.000386466769981553"
"115.02684","C01596","M[1+]","5.99999999906231e-05"
"228.09911","C00881","M+H[1+]","0.00123353322999264"
"365.20723","C01595","M+HCOOK[1+]","0.00154646677003711"
"387.22521","C01091","M-CO+H[1+]","0.00256646677001982"
"320.19808","C01618","M[1+]","0.000720000000001164"
"362.20857","C00735","M[1+]","0.000729999999975917"
"362.20857","C01124","M[1+]","0.000729999999975917"
"260.12564","C02168","M+H2O+H[1+]","0.00253646677003871"
"99.06835","C00502","M-HCOONa+H[1+]","0.000773533230002954"
"99.06835","C00545","M-HCOONa+H[1+]","0.000773533230002954"
"99.06835","C00878","M-HCOONa+H[1+]","0.000773533230002954"
"99.06835","C01685","M-HCOONa+H[1+]","0.000773533230002954"
"99.06835","C01853","M-HCOOK+H[1+]","0.000873533229992063"
"114.03165","C00251","M+2H[2+]","0.000523533230008866"
"114.03165","C00254","M+2H[2+]","0.000523533230008866"
"114.03165","C00346","M-CO+H[1+]","0.000273533230000567"
"114.03165","C00596","M[1+]","5.00000000016598e-05"
"114.03165","C00885","M+2H[2+]","0.000523533230008866"
"114.03165","C01104","M+K[1+]","0.000473533230007206"
"194.10534","C00268","M-HCOOH+H[1+]","0.00166353323001545"
"194.10534","C00835","M-CO2+H[1+]","0.00166353323001545"
"194.10534","C01297","M[1+]","0.000159999999993943"
"137.02982","C00669","M+H+Na[2+]","0.000393533229981813"
"125.01453","C00245","M[1+]","0.000170000000011328"
"228.07428","C00526","M[1+]","0.000320000000016307"
"210.06788","C02147","M(C13)+H[1+]","0.00199646677000942"
"109.0527","C00072","M-HCOONa+H[1+]","0.000723533229987083"
"109.0527","C01987","M[1+]","0.00010000000000332"
"416.27425","C00825","M-HCOONa+H[1+]","0.000373533229947043"
"188.06834","C00079","M+Na[1+]","6.35332299907532e-05"
"188.06834","C01233","M-CO+H[1+]","0.000163533229994073"
